영화제목,에그지수,관람포인트,실관람평개수,감독1,감독2,감독3,감독4,감독5,배우1,배우2,배우3,배우4,배우5,배우6,남자,여자,10대,20대,30대,40대,50대
줄리에타,95.0,배우연기가 메소드급인 몰입하여 보게 되는 영화,1053,페드로 알모도바르,,,,,아드리아나 우가르테,엠마 수아레스,,,,,35,65,1,31,33,21,14
슈퍼소닉,95.0,OST가 명곡인 몰입하여 보게 되는 영화,2017,맷 화이트크로스,,,,,리암 갤러거,노엘 갤러거,,,,,26,74,5,55,25,10,5
위스키 탱고 폭스트롯,86.0,배우연기가 메소드급인 몰입하여 보게 되는 영화,560,글렌 피카라,존 레쿼,,,,마고 로비,티나 페이,마틴 프리먼,알프리드 몰리나,,,40,60,1,34,32,21,11
카페 6,89.0,배우연기가 메소드급인 몰입하여 보게 되는 영화,4498,오자운,,,,,동자건,구양니니,임백굉,안탁령,,,32,69,4,49,30,13,5
"나의 위대한 친구, 세잔",88.0,영상미가 뛰어나고 몰입하여 보게 되는 영화,978,다니엘르 톰슨,,,,,기욤 갈리엔,기욤 카네,,,,,30,70,1,25,29,21,25
"내 어깨 위 고양이, 밥",95.0,스토리가 탄탄하고 감동적인 영화,483,찰스 마틴 스미스,,,,,루크 트레더웨이,밥,팔두트 샤르마,크리스티나 톤테리 영,,,40,60,1,16,37,27,18
블레어 위치,52.0,배우연기가 메소드급인 오싹하게 무서운 영화,2291,애덤 윈가드,,,,,코빈 리드,웨스 로빈슨,브랜던 스콧,칼리 헤르난데스,제임스 앨런 맥퀸,,51,49,3,40,31,15,12
퍼스널 쇼퍼,84.0,배우연기가 메소드급인 몰입하여 보게 되는 영화,1698,올리비에 아사야스,,,,,노라 본 발드스타텐,크리스틴 스튜어트,,,,,36,64,1,36,35,18,10
페니 핀처,96.0,배우연기가 메소드급인 몰입하여 보게 되는 영화,159,프레드 카바예,,,,,대니 분,,,,,,29,71,1,30,38,15,16
"나의 딸, 나의 누나",88.0,배우연기가 메소드급인 몰입하여 보게 되는 영화,142,토마스 비더게인,,,,,피네건 올드필드,프랑소아 다미앙,존 C. 라일리,,,,41,59,0,30,37,16,17
아브릴과 조작된 세계,92.0,스토리가 탄탄하고 몰입하여 보게 되는 영화,447,크리스티앙 데마르,프랑크 에킨시,,,,장 로슈포르,마크-앙드레 그롱당,올리비에 구르메,필리프 카터린느,,,40,60,2,36,34,19,9
나의 살던 고향은,95.0,스토리가 탄탄하고 몰입하여 보게 되는 영화,205,류종헌,,,,,김용옥,,,,,,57,43,0,15,30,33,21
노인을 위한 나라는 없다,99.0,배우연기가 메소드급인 몰입하여 보게 되는 영화,739,조엘 코엔,에단 코엔,,,,하비에르 바르뎀,조슈 브롤린,타미 리 존스,,,,34,66,1,51,32,11,5
단지 세상의 끝,78.0,배우연기가 메소드급인 몰입하여 보게 되는 영화,2390,자비에 돌란,,,,,나탈리 베이,레아 세이두,마리옹 꼬띠아르,가스파르 울리엘,,,28,72,1,43,32,14,9
이터너티,76.0,영상미가 뛰어나고 몰입하여 보게 되는 영화,364,트란 안 홍,,,,,오드리 토투,피에르 델라돈챔프스,베레니스 베조,멜라니 로랑,제레미 레니에,,24,76,1,26,29,23,20
하이큐!! 끝과 시작,96.0,스토리가 탄탄하고 몰입하여 보게 되는 영화,248,미츠나카 스스무,,,,,히노 사토시,이리노 미유,,,,,20,80,13,51,18,11,7
여교사,67.0,배우연기가 메소드급인 몰입하여 보게 되는 영화,5176,김태용(1),,,,,유인영,이원근,김하늘,,,,36,64,0,46,30,15,8
해리가 샐리를 만났을 때,97.0,배우연기가 메소드급인 감동적인 영화,2501,로브 라이너,,,,,캐리 피셔,멕 라이언,빌리 크리스탈,,,,27,73,2,51,30,10,7
레이디 수잔,82.0,배우연기가 메소드급인 몰입하여 보게 되는 영화,478,위트 스틸먼,,,,,자비에르 사무엘,클로에 세비니,케이트 베킨세일,,,,24,76,0,36,35,18,11
슈팅걸스,80.0,배우연기가 메소드급인 감동적인 영화,280,배효민,,,,,조성희(감독),정웅인,정지혜,윤주희,,,63,37,2,15,32,30,22
비치온더비치,86.0,배우연기가 메소드급인 몰입하여 보게 되는 영화,127,정가영,,,,,이하윤,김최용준,정가영,,,,58,42,0,43,35,14,9
맘마 로마,94.0,배우연기가 메소드급인 몰입하여 보게 되는 영화,83,피에르 파올로 파졸리니,,,,,안나 마냐니,,,,,,53,47,4,23,26,14,19
원피스 필름 골드,95.0,영상미가 뛰어나고 몰입하여 보게 되는 영화,4930,미야모토 히로아키,,,,,여민정,최석필,전태열,소정환,,,43,57,8,35,23,30,3
신 고질라,69.0,감독연출가 훌륭하고 몰입하여 보게 되는 영화,302,안노 히데아키,히구치 신지,,,,하세가와 히로키,이시하라 사토미,타케노우치 유타카,,,,81,19,1,32,36,24,6
북 오브 러브,92.0,배우연기가 메소드급인 유쾌한 영화,211,아날레인 칼 이 마요르,,,,,베로니카 에체구이,샘 클라플린,,,,,39,61,0,8,23,27,41
타는 여자,98.0,스토리가 탄탄하고 감동적인 영화,222,이혁래,김정영,,,,임미경,신순애,이숙희,,,,32,68,1,19,35,23,22
핸즈 오브 스톤,93.0,배우연기가 메소드급인 몰입하여 보게 되는 영화,158,조나단 자쿠보위즈,,,,,에드가 라미레즈,어셔,로버트 드 니로,,,,79,21,1,19,31,31,19
8인의 수상한 신사들,91.0,배우연기가 메소드급인 몰입하여 보게 되는 영화,105,기타노 다케시,,,,,후지 타츠야,오노데라 아키라,야스다 켄,,,,50,50,0,25,35,27,14
유령,88.0,OST가 명곡인 몰입하여 보게 되는 영화,1199,조엘 슈마허,,,,,미니 드라이버,패트릭 윌슨,제라드 버틀러,에미 로섬,미란다 리차드슨,,24,76,1,46,31,15,7
토니 에드만,90.0,배우연기가 메소드급인 몰입하여 보게 되는 영화,1595,마렌 아데,,,,,루시 러셀,페테르 시모니슈에크,산드라 휠러,헤드윅 미니스,,,35,65,0,37,36,17,10
사랑의 시대,86.0,배우연기가 메소드급인 몰입하여 보게 되는 영화,306,토마스 빈터베르그,,,,,율리히 톰센,헬렌 레인가르드 뉴먼,마샤 소피 발스트룀 한센,트린 디어홀름,,,44,56,0,27,31,22,20
해피 버스데이,97.0,스토리가 탄탄하고 몰입하여 보게 되는 영화,979,요시다 야스히로,,,,,하시모토 아이,미야자키 아오이,,,,,42,58,2,24,36,25,14
내일의 안녕,91.0,배우연기가 메소드급인 몰입하여 보게 되는 영화,669,훌리오 메뎀,,,,,알렉스 브렌데뮬,에시어 엑센디아,루이스 토사,페넬로페 크루즈,,,30,70,1,25,33,21,20
행복 목욕탕,96.0,배우연기가 메소드급인 감동적인 영화,3247,나카노 료타,,,,,미야자와 리에,이토 아오이,스기사키 하나,오다기리 죠,,,34,66,1,27,37,23,12
나는 부정한다,94.0,배우연기가 메소드급인 몰입하여 보게 되는 영화,2388,믹 잭슨,,,,,톰 윌킨슨,레이첼 와이즈,앤드류 스캇,티모시 스폴,,,34,66,0,29,36,20,15
스노우타임,87.0,영상미가 뛰어나고 몰입하여 보게 되는 영화,298,장-프랑소아 풀리오,,,,,김경희,김연우,최정현,이 현(1),,,32,68,1,4,51,41,3
사랑은 부엉부엉,83.0,배우연기가 메소드급인 몰입하여 보게 되는 영화,230,람지 베디아,,,,,엘로디 부쉐,,,,,,30,70,0,33,44,17,7
어폴로지,98.0,감독연출가 훌륭하고 몰입하여 보게 되는 영화,234,티파니 슝,,,,,아델라,차오,길원옥,,,,27,73,2,35,37,16,10
요요마와 실크로드 앙상블,92.0,OST가 명곡인 몰입하여 보게 되는 영화,131,모건 네빌,,,,,우 만,키난 아즈메흐,요요마,,,,33,67,0,21,36,28,16
루돌프와 많이있어,96.0,스토리가 탄탄하고 감동적인 영화,3227,사카키바라 모토노리,,,,,김영찬,김율,김가령,홍범기,,,24,76,0,3,55,39,2
언노운 걸,90.0,배우연기가 메소드급인 몰입하여 보게 되는 영화,2106,뤽 다르덴,장 피에르 다르덴,,,,아델 하에넬,,,,,,34,66,1,31,37,19,12
하이큐!! 승자와 패자,95.0,스토리가 탄탄하고 몰입하여 보게 되는 영화,47,미츠나카 스스무,,,,,무라세 아유무,이시카와 카이토,,,,,17,83,12,49,20,13,5
시애틀의 잠 못이루는 밤,95.0,배우연기가 메소드급인 몰입하여 보게 되는 영화,1352,노라 에프린,,,,,로스 말린저,멕 라이언,톰 행크스,,,,29,71,2,45,32,10,11
녹터널 애니멀스,92.0,배우연기가 메소드급인 몰입하여 보게 되는 영화,4160,톰 포드,,,,,제이크 질렌할,마이클 섀넌,에이미 아담스,애런 존슨,,,33,67,0,35,39,17,9
최후의 Z,73.0,배우연기가 메소드급인 몰입하여 보게 되는 영화,104,크레이그 조벨,,,,,마고 로비,크리스 파인,치웨텔 에지오포,,,,29,71,2,51,23,12,12
잠입자,92.0,배우연기가 메소드급인 몰입하여 보게 되는 영화,362,브래드 퍼먼,,,,,다이앤 크루거,브라이언 크랜스톤,,,,,61,39,2,24,32,22,21
매기스 플랜,87.0,배우연기가 메소드급인 몰입하여 보게 되는 영화,3334,레베카 밀러,,,,,줄리안 무어,에단 호크,그레타 거윅,마야 루돌프,트래비스 핌멜,,25,75,1,32,39,16,12
스노든,96.0,배우연기가 메소드급인 몰입하여 보게 되는 영화,2818,올리버 스톤,,,,,니콜라스 케이지,조엘리 리차드슨,조셉 고든 레빗,스콧 이스트우드,,,41,59,1,34,35,19,11
스페이스 비트윈 어스,91.0,영상미가 뛰어나고 몰입하여 보게 되는 영화,1885,피터 첼섬,,,,,게리 올드만,브릿 로버트슨,에이사 버터필드,칼라 구기노,,,37,63,3,39,31,19,9
너브,92.0,스토리가 탄탄하고 몰입하여 보게 되는 영화,3411,헨리 유스트,아리엘 슐만,,,,에밀리 미드,엠마 로버츠,데이브 프랭코,줄리엣 루이스,,,41,59,4,53,24,12,7
발레리나,97.0,스토리가 탄탄하고 몰입하여 보게 되는 영화,2768,에릭 섬머,에릭 와린,,,,칼리 레이 젭슨,데인 드한,매디 지글러,,,,30,70,1,3,39,53,3
재키,83.0,배우연기가 메소드급인 몰입하여 보게 되는 영화,2334,파블로 라라인,,,,,나탈리 포트만,,,,,,33,67,1,34,35,17,14
딥워터 호라이즌,92.0,배우연기가 메소드급인 몰입하여 보게 되는 영화,4585,피터 버그,,,,,마크 월버그,딜런 오브라이언,존 말코비치,케이트 허드슨,,,47,53,1,28,32,25,14
언프렌드,72.0,배우연기가 메소드급인 몰입하여 보게 되는 영화,434,시몬 베호벤,,,,,코너 파올로,리슬 알러스,알리시아 데브넘 캐리,윌리암 모슬리,,,43,57,12,51,14,16,7
마이펫 오지,90.0,스토리가 탄탄하고 몰입하여 보게 되는 영화,1118,알베르토 로드리게즈,,,,,,,,,,,29,71,1,7,46,40,6
이보다 더 좋을 순 없다,96.0,배우연기가 메소드급인 감동적인 영화,153,제임스 L. 브룩스,,,,,셜리 나이트,스키트 울리치,그렉 키니어,잭 니콜슨,,,51,49,1,20,38,19,22
문라이트,75.0,영상미가 뛰어나고 기분이 좋아지는 영화,3640,우디 앨런,,,,,엠마 스톤,콜린 퍼스,,,,,28,72,1,45,34,13,6
루시드 드림,75.0,배우연기가 메소드급인 몰입하여 보게 되는 영화,3848,김준성(1),,,,,설경구,박인환,박유천,천호진,,,30,70,4,43,25,19,9
아주 긴 변명,96.0,배우연기가 메소드급인 감동적인 영화,723,니시카와 미와,,,,,후카츠 에리,쿠로키 하루,이케마츠 소스케,모토키 마사히로,,,39,62,1,26,38,23,13
레고 배트맨 무비,94.0,영상미가 뛰어나고 유쾌한 영화,3178,크리스 맥케이,,,,,로사리오 도슨,머라이어 캐리,마이클 세라,자흐 갈리피아나키스,,,44,56,1,17,41,38,3
더 큐어,71.0,배우연기가 메소드급인 긴장을 늦출 수 없는 영화,6243,고어 버빈스키,,,,,제이슨 아이삭스,미아 고스,데인 드한,셀리아 아임리,,,41,59,0,59,25,10,6
아뉴스 데이,96.0,스토리가 탄탄하고 몰입하여 보게 되는 영화,546,안느 퐁텐,,,,,아가타 부젝,루 드 라쥬,아가타 쿠레샤,,,,26,74,1,26,30,23,21
사일런스,90.0,배우연기가 메소드급인 몰입하여 보게 되는 영화,3044,마틴 스코세이지,,,,,아담 드라이버,앤드류 가필드,리암 니슨,,,,45,55,1,29,32,20,18
핵소 고지,97.0,배우연기가 메소드급인 감동적인 영화,6023,멜 깁슨,,,,,샘 워싱턴,앤드류 가필드,휴고 위빙,,,,53,47,2,33,32,21,13
용을 찾아서,87.0,스토리가 탄탄하고 몰입하여 보게 되는 영화,225,호승충,,,,,,,,,,,21,79,0,2,53,41,3
제리 맥과이어,97.0,배우연기가 메소드급인 몰입하여 보게 되는 영화,879,카메론 크로우,,,,,르네 젤위거,톰 크루즈,쿠바 구딩 주니어,,,,29,71,2,49,32,8,9
미인어,85.0,배우연기가 메소드급인 몰입하여 보게 되는 영화,214,주성치,,,,,장우기,임윤,나지상,덩차오,,,47,53,0,23,43,29,5
러빙,97.0,배우연기가 메소드급인 공감되는 영화,1162,제프 니콜스,,,,,조엘 에저튼,루스 네가,,,,,33,67,1,35,37,16,12
세일즈맨,95.0,배우연기가 메소드급인 몰입하여 보게 되는 영화,1279,아쉬가르 파라디,,,,,타라네 앨리두스티,샤하브 호세이니,,,,,44,56,1,30,35,19,15
매직키드 보보,87.0,스토리가 탄탄하고 감동적인 영화,223,니잠 라작,,,,,,,,,,,34,66,0,3,52,41,3
내 이름은 꾸제트,94.0,스토리가 탄탄하고 몰입하여 보게 되는 영화,187,끌로드 바라스,,,,,미쉘 빌레모,엘리엇 페이지,닉 오퍼맨,에이미 세다리스,,,31,69,1,24,33,34,7
레이디버그,91.0,스토리가 탄탄하고 유쾌한 영화,416,,,,,,여민정,남도형,,,,,27,73,1,6,45,46,3
걸 온 더 트레인,85.0,배우연기가 메소드급인 몰입하여 보게 되는 영화,1936,테이트 테일러,,,,,에밀리 블런트,레베카 퍼거슨,헤일리 베넷,루크 에반스,,,39,61,0,36,33,18,12
아이히만 쇼,94.0,스토리가 탄탄하고 몰입하여 보게 되는 영화,189,폴 앤드류 윌리엄스,,,,,마틴 프리먼,안소니 라파글리아,,,,,37,63,1,33,35,20,10
극장판 소드 아트 온라인 -오디널 스케일-,94.0,영상미가 뛰어나고 몰입하여 보게 되는 영화,359,,,,,,토마츠 하루카,이토 카나에,마츠오카 요시츠구,,,,71,29,15,42,19,19,5
위대한 임무,81.0,스토리가 탄탄하고 몰입하여 보게 되는 영화,225,피터 C. 스펜서,,,,,데이비드 토마스 젠킨스,크레이크 로버트 영,존 라이스 데이비스,,,,51,49,1,19,26,26,29
오버 더 펜스,82.0,배우연기가 메소드급인 몰입하여 보게 되는 영화,885,야마시타 노부히로,,,,,아오이 유우,오다기리 죠,마츠다 쇼타,,,,35,66,0,30,43,19,8
미스 슬로운,98.0,배우연기가 메소드급인 몰입하여 보게 되는 영화,7476,존 매든,,,,,마크 스트롱,알리슨 필,제시카 차스테인,구구 바샤-로,,,30,70,1,38,36,16,10
내 아내와 결혼해 주세요,94.0,배우연기가 메소드급인 감동적인 영화,185,미야케 요시유케,,,,,요시다 요,오다 유지,하라다 타이조,,,,52,48,0,15,41,25,18
메이플쏘프,93.0,감독연출가 훌륭하고 몰입하여 보게 되는 영화,311,,,,,,패티 스미스,로버트 메이플쏘프,,,,,37,63,0,33,37,20,11
파운더,96.0,배우연기가 메소드급인 몰입하여 보게 되는 영화,3522,존 리 행콕,,,,,마이클 키튼,,,,,,48,52,0,32,39,18,11
마리안느와 마가렛,99.0,스토리가 탄탄하고 몰입하여 보게 되는 영화,379,윤세영,,,,,마가렛 피사렉,마리안느 스퇴거,,,,,29,71,1,27,30,23,19
블리드 포 디스,96.0,배우연기가 메소드급인 몰입하여 보게 되는 영화,535,벤 영거,,,,,마일즈 텔러,아론 에크하트,,,,,56,44,0,26,37,24,13
패트리어트 데이,95.0,스토리가 탄탄하고 몰입하여 보게 되는 영화,2917,피터 버그,,,,,존 굿맨,J.K. 시몬스,케빈 베이컨,미셸 모나한,,,49,51,1,25,34,24,16
미스테리 트레인,95.0,감독연출가 훌륭하고 몰입하여 보게 되는 영화,147,짐 자무쉬,,,,,쿠도 유키,나가세 마사토시,,,,,39,61,2,45,28,14,11
영원한 휴가,79.0,감독연출가 훌륭하고 몰입하여 보게 되는 영화,155,짐 자무쉬,,,,,크리스 파커,사라 드라이버,,,,,34,66,1,46,27,15,11
다운 바이 로,95.0,배우연기가 메소드급인 몰입하여 보게 되는 영화,234,짐 자무쉬,,,,,톰 웨이츠,로베르토 베니니,존 루리,,,,43,57,2,38,30,16,14
밤의 해변에서 혼자,80.0,배우연기가 메소드급인 몰입하여 보게 되는 영화,2462,홍상수,,,,,문성근,송선미,김민희,권해효,,,37,63,0,33,37,17,12
패왕별희 디 오리지널,98.0,배우연기가 메소드급인 몰입하여 보게 되는 영화,5588,천 카이거,,,,,갈우,장풍의,장국영,공리,,,26,74,2,40,34,14,11
개구리왕국 2,89.0,스토리가 탄탄하고 몰입하여 보게 되는 영화,172,펭 페이,,,,,임주현,이 현(1),홍진욱,사문영,,,31,69,0,4,56,37,2
"서서평, 천천히 평온하게",96.0,스토리가 탄탄하고 감동적인 영화,623,홍주연,홍현정,,,,안은새,윤안나,하정우,,,,38,62,1,19,30,29,22
투 러버스 앤 베어,77.0,배우연기가 메소드급인 몰입하여 보게 되는 영화,524,킴 누옌,,,,,데인 드한,타티아나 마슬라니,고든 핀센트,,,,26,74,0,45,34,13,8
너와 100번째 사랑,92.0,OST가 명곡인 몰입하여 보게 되는 영화,323,츠키카와 쇼,,,,,류세이 료,미와,사카구치 켄타로,,,,20,80,9,55,20,11,5
불빛 아래서,91.0,OST가 명곡인 몰입하여 보게 되는 영화,32,조이예환,,,,,더 루스터스,웨이스티드 쟈니스,로큰롤 라디오,,,,63,37,0,19,39,31,11
백경,49.0,스토리가 탄탄하고 오싹하게 무서운 영화,260,나카무라 요시히로,시라이시 코지,아사토 마리,오하타 하지메,나이토 에이스케,타카다 리호,,,,,,41,59,3,50,30,12,5
시간위의 집,80.0,배우연기가 메소드급인 몰입하여 보게 되는 영화,3026,임대웅,,,,,박준면,이한위,옥택연,김윤진,,,35,65,2,39,33,17,10
